,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
20870,2013-09-26,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25.0, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20872,2013-09-26,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35.0, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9.0,8.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20874,2013-09-26,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,8.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20876,2013-09-26,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,10.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20878,2013-09-26,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46.0, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8.0,3.0,1.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20880,2013-09-26,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70.0, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9.0,10.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20882,2013-09-26,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61.0, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20884,2013-09-26,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11.0, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20886,2013-09-26,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,11.0, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9.0,9.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20888,2013-09-26,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20890,2013-09-26,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9.0,17.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20892,2013-09-26,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,60.0, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20894,2013-09-26,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20896,2013-09-26,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20898,2013-09-26,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,17.0, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9.0,8.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20900,2013-09-26,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,22.0, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8.0,9.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20902,2013-09-26,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,35.0, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8.0,7.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20904,2013-09-26,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67.0, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20906,2013-09-26,"2200 West 69th Street, Chicago, IL 60636, USA",CULEX PIPIENS,22.0, W 69TH ST,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,8.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20908,2013-09-26,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20910,2013-09-26,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39.0, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20912,2013-09-26,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71.0, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20914,2013-09-26,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50.0, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20916,2013-09-26,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50.0, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20918,2013-09-26,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79.0, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20920,2013-09-26,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20922,2013-09-26,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52.0, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20924,2013-09-26,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63.0, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9.0,4.0,1.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20926,2013-09-26,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,12.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20928,2013-09-26,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20930,2013-09-26,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20932,2013-09-26,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,4.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20934,2013-09-26,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20936,2013-09-26,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,11.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20938,2013-09-26,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20940,2013-09-26,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13.0, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20942,2013-09-26,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20944,2013-09-26,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37.0, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20946,2013-09-26,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20948,2013-09-26,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24.0, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8.0,6.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20950,2013-09-26,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20952,2013-09-26,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,2.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20954,2013-09-26,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20956,2013-09-26,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20958,2013-09-26,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58.0, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20960,2013-09-26,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20962,2013-09-26,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX RESTUANS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20964,2013-09-26,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40.0, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8.0,4.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20966,2013-09-26,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91.0, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20968,2013-09-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,39.0,1.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20970,2013-09-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,4.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20972,2013-09-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,16.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20974,2013-09-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,9.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20976,2013-09-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,11.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20978,2013-09-26,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS,10.0, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20980,2013-09-26,"4800 West Montana Street, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,48.0, W MONTANA ST,T222,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20982,2013-09-26,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,11.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20984,2013-09-26,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,51.0, N MONT CLARE AVE,T223,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20986,2013-09-26,"8200 South Kostner Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,82.0, S KOSTNER AVE,T225,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8.0,3.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20988,2013-09-26,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,7.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20990,2013-09-26,"East 91st Place, Chicago, IL, USA",CULEX PIPIENS,65.0, E 91ST PL,T227,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20992,2013-09-26,"1700 West Addison Street, Chicago, IL 60613, USA",CULEX PIPIENS/RESTUANS,17.0, W ADDISON ST,T224,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9.0,3.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20994,2013-09-26,"West Garfield Boulevard, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,90.0, W GARFIELD BLVD,T226,"9000  W GARFIELD BLVD, Chicago, IL",41.793818,-87.654234,5.0,8.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20996,2013-09-26,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,13.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
20998,2013-09-26,"1300 North Laramie Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,13.0, N LARAMIE AVE,T230,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21000,2013-09-26,"3900 North Springfield Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,39.0, N SPRINGFIELD AVE,T228,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8.0,3.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21002,2013-09-26,"5100 West 72nd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,51.0, W 72ND ST,T035,"5100  W 72ND ST, Chicago, IL",41.763733,-87.742302,8.0,6.0,1.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21004,2013-09-26,"5800 North Ridge Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,58.0, N RIDGE AVE,T231,"5800  N RIDGE AVE, Chicago, IL",41.98728,-87.666066,8.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21006,2013-09-26,"1700 North Ashland Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,17.0, N ASHLAND AVE,T232,"1700  N ASHLAND AVE, Chicago, IL",41.912563,-87.66805500000001,9.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21008,2013-09-26,"7100 North Harlem Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,71.0, N HARLEM AVE,T233,"7100  N HARLEM AVE, Chicago, IL",42.009876,-87.807277,9.0,5.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21010,2013-09-26,"4200 West 65th Street, Chicago, IL 60621, USA",CULEX PIPIENS/RESTUANS,42.0, W 65TH ST,T235,"4200  W 65TH ST, Chicago, IL",41.776428,-87.627096,8.0,1.0,0.0,1,75,50,63, 3,52,58,2, 0,0543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2
21012,2007-05-01,,,,,,,,,,,,1,83,50,67,14,51,56,0, 2,0448,1849, ,0,M,0.0,0.00,29.10,29.82,1.7,27,9.2
21014,2007-05-02,,,,,,,,,,,,1,59,42,51,-3,42,47,14, 0,0447,1850,BR,0,M,0.0,0.00,29.38,30.09,13.0,4,13.4
21016,2007-05-03,,,,,,,,,,,,1,66,46,56, 2,40,48,9, 0,0446,1851, ,0,M,0.0,0.00,29.39,30.12,11.7,7,11.9
21018,2007-05-04,,,,,,,,,,,,1,66,49,58, 4,41,50,7, 0,0444,1852,RA,0,M,0.0,  T,29.31,30.05,10.4,8,10.8
21020,2007-05-05,,,,,,,,,,,,1,66,53,60, 5,38,49,5, 0,0443,1853, ,0,M,0.0,  T,29.40,30.10,11.7,7,12.0
21022,2007-05-06,,,,,,,,,,,,1,68,49,59, 4,30,46,6, 0,0442,1855, ,0,M,0.0,0.00,29.57,30.29,14.4,11,15.0
21024,2007-05-07,,,,,,,,,,,,1,83,47,65,10,41,54,0, 0,0441,1856,RA,0,M,0.0,  T,29.38,30.12,8.6,18,10.5
21026,2007-05-08,,,,,,,,,,,,1,82,54,68,12,58,62,0, 3,0439,1857,BR,0,M,0.0,0.00,29.29,30.03,2.7,11,5.8
21028,2007-05-09,,,,,,,,,,,,1,77,61,69,13,59,63,0, 4,0438,1858,BR HZ,0,M,0.0,0.13,29.21,29.94,3.9,9,6.2
21030,2007-05-10,,,,,,,,,,,,1,84,56,70,14,52,60,0, 5,0437,1859,BR,0,M,0.0,0.00,29.20,29.92,0.7,17,4.1
21032,2007-05-11,,,,,,,,,,,,1,70,51,61, 4,42,51,4, 0,0436,1860, ,0,M,0.0,0.00,29.33,30.04,11.3,3,12.9
21034,2007-05-12,,,,,,,,,,,,1,64,46,55,-2,36,46,10, 0,0435,1901, ,0,M,0.0,0.00,29.49,30.20,12.4,3,12.9
21036,2007-05-13,,,,,,,,,,,,1,69,43,56,-2,33,46,9, 0,0434,1902, ,0,M,0.0,0.00,29.49,30.24,6.6,14,8.1
21038,2007-05-14,,,,,,,,,,,,1,90,56,73,15,47,59,0, 8,0433,1903, ,0,M,0.0,0.00,29.23,29.97,16.9,21,17.3
21040,2007-05-15,,,,,,,,,,,,1,80,57,69,11,56,61,0, 4,0432,1904,RA BR,0,M,0.0,0.38,29.13,29.84,8.1,27,12.3
21042,2007-05-16,,,,,,,,,,,,1,66,44,55,-4,43,48,10, 0,0431,1905,RA BR,0,M,0.0,0.14,29.33,30.03,7.8,36,12.2
21044,2007-05-17,,,,,,,,,,,,1,62,43,53,-6,32,43,12, 0,0430,1906, ,0,M,0.0,0.00,29.55,30.27,10.5,3,11.3
21046,2007-05-18,,,,,,,,,,,,1,71,42,57,-3,30,46,8, 0,0429,1907, ,0,M,0.0,0.00,29.53,30.25,5.4,25,7.5
